Probe,Mean_Limited,Mean_Advanced,Log2FC,T_stat,P_value,FDR,Direction,Gene_Symbol,neg_log_p
ILMN_1801842,8.38541029411765,8.72217033492823,0.0567394394921429,-3.8665426057591,0.0001322690542644,0.0844566665620838,Advanced-high,,3.8785417516874072
ILMN_1802192,9.00541544117647,8.37233157894737,-0.105042383187721,3.85371882004926,0.0001525292771772,0.0864748660802063,Limited-high,,3.8166467878178802
ILMN_2091347,10.7586316176471,11.0613377990431,0.0399946233006656,-3.83489905333123,0.0001541176665291,0.0864748660802063,Advanced-high,,3.812147575192436
ILMN_1800711,12.7470507352941,12.3413909090909,-0.0466213202038411,3.82172904052494,0.000157325914874,0.0864748660802063,Limited-high,,3.803199734085008
ILMN_2382679,7.93295735294118,8.31848612440191,0.0683780223388536,-3.82961170742127,0.0001592535511211,0.0864748660802063,Advanced-high,,3.797910874753344
ILMN_3234735,8.36363161764706,8.62793540669857,0.0448330775202442,-3.8203290913181,0.0001598144834477,0.0864748660802063,Advanced-high,,3.796383864594105
ILMN_1706056,7.84836323529412,7.99270861244019,0.0262595253497404,-3.81829426372613,0.0001601307010708,0.0864748660802063,Advanced-high,,3.7955253949552117
ILMN_1657435,9.66948088235294,10.3022607655502,0.0913590687249084,-3.80389431745088,0.000171889933264,0.0864748660802063,Advanced-high,,3.764749557029725
ILMN_1740717,7.97606691176471,8.32093588516746,0.0609934152153861,-3.80666396076072,0.0001730750649088,0.0864748660802063,Advanced-high,,3.761765496841886
ILMN_1800225,9.06049411764706,9.43873157894737,0.0589395272868834,-3.80023290811143,0.0001749765972009,0.0864748660802063,Advanced-high,,3.7570200335203827
ILMN_2353633,10.6386264705882,10.9822014354067,0.0458129931129216,-3.79882754107201,0.0001749972164291,0.0864748660802063,Advanced-high,,3.7569688593085417
ILMN_1773006,8.81361029411765,9.19117846889952,0.0604495766666189,-3.7954616995829,0.0001750751581483,0.0864748660802063,Advanced-high,,3.7567754726743705
ILMN_1676470,12.2354676470588,11.7234679425837,-0.0616183914203613,3.79677174878332,0.0001761965209778,0.0864748660802063,Limited-high,PAX5,3.754002671037821
ILMN_1680652,9.39658382352941,9.67138421052632,0.0415424573079368,-3.7947518289693,0.0001762854157145,0.0864748660802063,Advanced-high,,3.7537836158726128
ILMN_1775170,13.0591051470588,13.463909569378,0.0440081598344785,-3.80041063092828,0.0001782114785764,0.0864748660802063,Advanced-high,,3.7490643265514283
ILMN_1709204,10.6962602941176,10.3568674641148,-0.0464746097805612,3.78880563122172,0.0001814075891213,0.0864748660802063,Limited-high,,3.7413445483422936
ILMN_1795704,8.15804485294118,8.41858899521531,0.0453003456687642,-3.77671028177327,0.0001876482217693,0.0864748660802063,Advanced-high,,3.7266555467821525
ILMN_1652333,11.685475,12.0451526315789,0.0436994606785911,-3.78912379128425,0.000189624842176,0.0864748660802063,Advanced-high,,3.7221047676666283
ILMN_1695549,10.8012875,10.3089253588517,-0.0672456093190858,3.78341699289377,0.0001906435484577,0.0864748660802063,Limited-high,MS4A1,3.7197778870419183
ILMN_2240221,11.7180558823529,11.2418344497608,-0.0598036515241243,3.77648867231695,0.0001913681838217,0.0864748660802063,Limited-high,,3.718130264778812
ILMN_3238420,7.57588676470588,7.65048181818182,0.0141172990630251,-3.76078191717731,0.0001991205465298,0.088614677161745,Advanced-high,,3.7008839243818326
ILMN_1655077,8.38048308823529,8.69519377990431,0.0531225357205141,-3.75261976786316,0.0002075131935619,0.0909713062880901,Advanced-high,,3.68295428589659
ILMN_1700798,7.76808676470588,7.89372009569378,0.0231165277142958,-3.74048454373639,0.0002152273893401,0.0913480331321815,Advanced-high,,3.6671024621767976
ILMN_2191759,11.2394595588235,10.9725818181818,-0.0346384465602056,3.73960966753146,0.0002159945339807,0.0913480331321815,Limited-high,,3.6655572390900715
ILMN_1748707,9.89201617647059,10.2812153110048,0.055619151868707,-3.74080129992387,0.000220424986167,0.0913480331321815,Advanced-high,,3.65673917779029
ILMN_2366710,11.087725,11.3978406698565,0.0397617785412289,-3.74583345742864,0.0002208126907389,0.0913480331321815,Advanced-high,,3.6559759700755783
ILMN_1679962,9.24363602941176,8.85952679425837,-0.0611632187952415,3.72988525681576,0.0002313759510172,0.0939325043560257,Limited-high,,3.6356817831685984
ILMN_2225595,9.27432794117647,9.48497990430622,0.0323674645003083,-3.72801212046747,0.0002334561084703,0.0939325043560257,Advanced-high,,3.6317947580996903
ILMN_1808395,13.3207125,13.0250933014354,-0.032352982355535,3.71278455851179,0.0002397583722524,0.0945808483083693,Limited-high,,3.6202262185283787
ILMN_2166972,8.42767205882353,8.69345119617225,0.0447425726275439,-3.71463095940977,0.0002415076815718,0.0945808483083693,Advanced-high,,3.617069051201538
ILMN_2211728,10.9370294117647,10.5066985645933,-0.0578575526059955,3.70036267752023,0.0002555128136995,0.0957415034554123,Limited-high,,3.5925873155705763
ILMN_1671777,8.00293161764706,8.24036650717703,0.0421280450359324,-3.69342425496212,0.0002576211453836,0.0957415034554123,Advanced-high,,3.5890184932278926
ILMN_2101025,9.09757132352941,9.46050909090909,0.0563755923167615,-3.69715807670684,0.0002608362997714,0.0957415034554123,Advanced-high,,3.5836319693304772
ILMN_2183856,8.66861691176471,8.9685990430622,0.0490252121273616,-3.69446804729955,0.0002612846253381,0.0957415034554123,Advanced-high,,3.5828861445293536
ILMN_1730625,8.09671985294118,8.40079377990431,0.0531236750182694,-3.69700103419934,0.0002639860341234,0.0957415034554123,Advanced-high,,3.5784190483709963
ILMN_1654598,9.82720661764706,9.33136267942584,-0.0746156850075017,3.69727204659447,0.0002640290678158,0.0957415034554123,Limited-high,,3.578348257610967
ILMN_1713449,9.23836617647059,9.47188660287081,0.0359756189674944,-3.67907990533042,0.0002739490773284,0.0971264214230671,Advanced-high,,3.562330157948232
ILMN_1696702,10.4325330882353,10.732066507177,0.0407998439325556,-3.6835646288522,0.0002744618336549,0.0971264214230671,Advanced-high,,3.5615180395035004
ILMN_1738449,11.5527691176471,11.3135913875598,-0.030155348459759,3.67389189915607,0.0002796816744731,0.0977953588407825,Limited-high,,3.553335988887473
ILMN_1798577,10.1017080882353,9.40903014354067,-0.102376298995377,3.66754518472875,0.0002956058924135,0.0998358116883952,Limited-high,,3.529286913250274
ILMN_1795166,9.83948455882353,10.1667540669856,0.0471573462352244,-3.65912467277794,0.0002970114510706,0.0998358116883952,Advanced-high,,3.5272268064373185
ILMN_1757910,10.4445294117647,9.92485933014354,-0.0735566782676531,3.65552866906193,0.0003003603931027,0.0998358116883952,Limited-high,,3.52235733595215
ILMN_2396272,15.0760860294118,14.9404114832536,-0.0130333655627483,3.65020479105751,0.0003048674261079,0.0998358116883952,Limited-high,,3.5158889758226284
ILMN_2304512,8.1890875,8.50562200956938,0.0546485560437628,-3.64666793152697,0.0003078193832777,0.0998358116883952,Advanced-high,,3.5117040362735463
ILMN_2404154,11.3671955882353,11.8562244019139,0.0607159853156441,-3.65357922272417,0.000307982684475,0.0998358116883952,Advanced-high,,3.5114736998903093
ILMN_1699931,14.8953323529412,14.7771464114833,-0.0114848728832515,3.64314876336289,0.0003119994127232,0.0998358116883952,Limited-high,,3.5058462234537164
ILMN_1801378,8.65392720588235,8.83452870813397,0.0297641476327187,-3.64256546094841,0.0003141501108613,0.0998358116883952,Advanced-high,,3.502862782688636
ILMN_1680104,11.2228426470588,11.4608909090909,0.0302543748694518,-3.64344944356813,0.0003173778186045,0.0998358116883952,Advanced-high,,3.4984234291699883
ILMN_2383150,8.11275808823529,8.25913444976077,0.0257666482160994,-3.63582024126967,0.0003209051598474,0.0998358116883952,Advanced-high,,3.493623299809334
ILMN_1792931,8.740625,9.01141531100478,0.0439677233408487,-3.6365158429301,0.0003243335488336,0.0998358116883952,Advanced-high,,3.4890081258884775
ILMN_1694730,8.27502132352941,8.44114401913876,0.0286412395746796,-3.63031748917392,0.0003263052540544,0.0998358116883952,Advanced-high,,3.4863759332962103
